10000
100	0.002905	5.6e-05
1000	0.003343	0.001263
2000	0.003605	0.002343
2200	0.003611	0.002472
2400	0.003629	0.003666
2600	0.003785	0.003818
2800	0.003874	0.004052
3000	0.003871	0.004162
3200	0.003922	0.00435
3400	0.003962	0.00469
3600	0.004112	0.004862
3800	0.004088	0.004889
4000	0.004124	0.005172
5000	0.004549	0.006483
6000	0.004853	0.007404
7000	0.005242	0.01281
8000	0.005605	0.013689
9000	0.005926	0.014987
10000	0.006306	0.017196
