32769
1	0.010021	2e-06
2	0.009942	2e-06
4	0.009878	3e-06
8	0.009698	5e-06
16	0.009624	9e-06
32	0.00977	1.9e-05
64	0.00977	3.9e-05
128	0.009923	9.9e-05
256	0.009705	0.000212
512	0.0101	0.000697
1024	0.009969	0.001043
2048	0.010703	0.002328
4096	0.011619	0.005234
8192	0.013179	0.011553
16384	0.015704	0.025828
